dzr_sng_id,MSD_sng_id,MSD_track_id,valence,arousal,artist_name,track_name,mode,tempo,loudness,quadrant
41304051,SOPMAEU12A67AE0C81,TRBCJSZ128E07969B5,0.3733252210800001,-0.923150665621,Coldplay,The World Turned Upside Down,1,136.82,-6.294,4
61142320,SOLIQUE12A58A78306,TRAKPHP128F42807B0,-1.04019947199,-0.06581619317250001,Incubus,Warning,1,161.697,-6.084,3
63309552,SOKKMRS12A67ADD134,TRAGPAF128EF34542A,-1.70057201199,1.84244440679,From Autumn To Ashes,Sensory Deprivation Adventure,0,93.061,-5.9110000000000005,2
101545136,SOAGYDL12AB0183518,TRAPDOI128F9327982,-0.6827250804970001,0.316757791845,Antimatter,Expire,1,86.155,-10.258,2
105267358,SODEIVI12A8C13266D,TRAPCNK128F427D7B5,0.160477873476,-0.71419459348,M83,You Appearing,1,96.047,-11.451,4
112680888,SOCIKSJ12AB018BEAB,TRAMFAS12903CD7030,-1.22030107381,0.644019875414,Deepest Blue,Is It A Sin,0,130.013,-6.3679999999999986,2
532439,SONWVYC12A58A7DB0C,TRAGFVT128F92ECB5D,-1.9352498567900005,-0.655809808621,Oasis,Don't Go Away,1,162.069,-5.676,3
547517,SOHTWLT12A8C13CFE1,TRAAMES128F42AF068,0.449731961246,-2.0754819457900004,Pearl Jam,Inside Job,0,105.994,-8.402999999999999,4
582254,SOMTXSB12AF72ACC38,TRBAUVN128F932FEF8,0.815392789182,0.662457175897,Britney Spears,Oops!...I Did It Again,1,95.066,-5.205,1
608822,SODWZGN12A8C142A38,TRACTUH128F92C93A3,0.815392789182,0.662457175897,Eddie Money,Two Tickets To Paradise,1,86.902,-7.54,1
622439,SOQJPYF12AF72AA8E2,TRAWBOE128F92F2F46,0.171393122071,0.915970057534,Pearl Jam,You Are,1,94.916,-8.052999999999999,1
622916,SOVXQVR12A8C132852,TRAQACB128F4263F7B,0.815392789182,0.662457175897,Ultimate Fakebook,Soaked In Cinnamon,1,163.60399999999996,-3.177,1
633831,SOHASMZ12A8AE48671,TRAYWLI128F9300223,-1.70057201199,1.84244440679,Annie Lennox,Erased,0,167.997,-7.787000000000001,2
760753,SOWQSUC12A6D4F969C,TRBHQHN128F148A1B3,0.815392789182,0.662457175897,Dinosaur Jr,Green Mind,1,135.314,-5.899,1
811336,SOTUNMH12A6D4FA3E6,TRAADQX128F422B4CF,0.957291020918,0.390506993776,Casiotone For The Painfully Alone,Nashville Parthenon,1,141.91899999999995,-10.93,1
815567,SOSSQKN12A6310F224,TRBFIAK128E07823AA,-1.59141952604,-0.1165187695,Funeral For A Friend,Your Revolution Is A Joke,1,148.045,-10.897,3
834974,SOPVXLX12A8C1402D5,TRABAFJ128F42AF24E,0.815392789182,0.662457175897,Backstreet Boys,Larger Than Life,1,112.787,-5.12,1
849206,SODUMTY12A8C131295,TRAONNA128F4268CCA,0.032223702483,-0.512920729879,Mobb Deep,Where Ya Heart At,1,93.976,-7.101,4
859600,SOMFYIV12A58A7F0B5,TRAWSXV128F4273E35,-1.37675297034,-0.661955575452,Mobb Deep,Hell On Earth (Front Lines),0,91.913,-3.414,3
865535,SOYUBHZ12A8C136E79,TRBDMDS128F930B8F1,-1.70057201199,1.84244440679,System of a Down,Streamline,1,130.86700000000002,-3.955,2
866238,SOSHHXZ12A58A7924C,TRAXDBM128E0785BD8,-1.72786013348,-1.10752367045,Missy Higgins,The Special Two (Australian Version),1,139.018,-8.525,3
923768,SORZIBX12CF546516B,TRAOUTM128F4267580,1.0719011311700002,0.8468301807240001,Janet Jackson,Greatest X,1,114.024,-7.006,1
925109,SOPDFZR12AB018875F,TRAYQLF128F933B4EF,-1.70057201199,1.84244440679,Rihanna,Breakin' Dishes,0,127.908,-6.194,2
953741,SOGMESY12A67020F25,TRAFAJC128E078888B,-0.87283232686,-0.280918032135,Queens Of The Stone Age,This Lullaby,0,159.21200000000005,-19.368,3
953748,SOKLLOH12A67020F2C,TRAAGPJ128F428CD1B,-0.780962317853,-0.789480237121,Queens Of The Stone Age,I Never Came,1,115.606,-8.165,3
955296,SOBFTEV12A8C13B4A4,TRALJVQ128F428C764,-1.9352498567900005,-0.655809808621,Eagles,I Don't Want To Hear Any More,1,92.186,-6.182,3
964785,SOWBEBK12AB018306A,TRACISV12903D13877,1.54125682076,1.70416465317,Jerry Reed,When You're Hot_ You're Hot,0,201.951,-4.994,1
969391,SOKAVIC12AF72A4556,TRAVMFC128F428CDE0,0.3733252210800001,-0.923150665621,Camp Lo,Sparkle,1,93.728,-13.239,4
969444,SOLUABP12AF72A2CD2,TRAFWEV128F428D391,0.815392789182,0.662457175897,Cake,Alpha Beta Parking Lot,1,189.616,-8.522,1
997770,SONLPSN12A8AE4711C,TRAMBHU128F425A620,-1.31853831116,0.957453983621,Rick Astley,You Move Me,1,128.171,-12.585,2
1013822,SOQXNQP12A8C134AD7,TRARAEG128F42647B2,-1.9352498567900005,-0.655809808621,Bob Dylan,Trying To Get To Heaven,1,94.161,-14.089,3
1038986,SOLHEQX12A8C135403,TRBCIQL128F427C0AD,1.17832480497,1.18331091453,Mariah Carey Featuring Da Brat & JD,Honey,1,95.138,-10.728,1
1043778,SOESVVP12CF5F8799A,TRAQGMY128F425A2F5,0.13500896008500002,-0.0473788926898,Annie Lennox,A Whiter Shade Of Pale,1,145.99,-8.724,4
1109727,SOQRRHL12AB017A67C,TRARFOC128F92ED401,-1.60597319083,1.65807140197,Eminem,The Way I Am,0,174.731,-3.353,2
1124457,SOGPEMQ12A67020412,TRBHZYO128E07862BE,-1.9352498567900005,-0.655809808621,DMX,Look Thru My Eyes,0,95.752,-8.668,3
1128974,SOFPYXC12A58A7A4B9,TRAANLO128F422AE37,-1.71694488488,2.22962771693,Cradle Of Filth,Summer Dying Fast,0,193.693,-6.2,2
1165303,SOKYZSI12AB0183789,TRBAMHJ128F9302A08,-0.386648962354,0.00101902107748,Maroon 5,She Will Be Loved,0,102.143,-5.7429999999999986,2
1165309,SOCSLKG12A6D4F5954,TRBBMQN128EF35F995,-0.42894555066,1.82400710631,Maroon 5,Through With You,0,145.999,-5.622000000000001,2
1183493,SOCSEYN12A6D4F8178,TRACEDP128F145F7BB,1.0719011311700002,0.8468301807240001,Dave Hollister,Tell Me Why,1,118.052,-7.232,1
1603495,SOHKHHS12B350491C5,TRBHCXR128F92E7D0E,-0.104216904956,1.31237201791,Descendents,Cheer,1,187.176,-12.289,2
1604013,SOCZJSH12A6D4F7636,TRAMKRX128EF3686A4,-1.04019947199,-0.06581619317250001,fIREHOSE,For The Singer Of R.E.M.,1,179.00799999999995,-14.582,3
2114254,SOFCNRE12AB01864E3,TRADFII128F931FC9F,-1.71694488488,2.22962771693,Metallica,The End Of The Line,1,111.504,-3.258,2
2230953,SOZTULX12A6701E7EF,TRAPFXX128E0785EBA,-1.9352498567900005,-0.655809808621,Mariah Carey,Clown,1,120.083,-10.187,3
2246434,SOIOOWC12CF530D524,TRANLJA128F42A5379,1.0719011311700002,0.8468301807240001,Dolly Parton,It's All Wrong_ But It's All Right,1,143.804,-10.691,1
2282492,SOVCFPI12AAF3B2045,TRALIEV128F92DE23C,-0.734572511323,1.1541185221,Taylor Swift,Should've Said No,0,167.97,-4.954,2
2369544,SONLWDJ12AF72A2C9C,TRAVWIP128E078FA3D,0.3733252210800001,-0.923150665621,Naughty By Nature,Family Tree,0,93.502,-3.831,4
2429766,SOCOZKO12B0B8066E3,TRBDIOP128EF35F99C,-0.5585641277269999,0.1508220875,Maroon 5,Sweetest Goodbye,1,164.049,-6.247000000000001,2
2509072,SOONWRV12A8C138371,TRAUFCU128F42882B7,1.11010450125,-0.31471974969,Jack Johnson and Friends / Matt Costa,Fall Line,1,150.519,-11.234000000000002,4
2511972,SOAIURX12A67020F3B,TRAISYO128E07888A6,-1.9352498567900005,-0.655809808621,Mariah Carey,Mine Again,1,131.761,-9.635,3
2515333,SOPBJWH12B0B809492,TRAWFGF128E0792FE0,-1.9352498567900005,-0.655809808621,Extreme,Stop The World,1,87.337,-7.758999999999999,3
2520235,SOLXDDC12A6701FBFD,TRAUURC128E078EC6E,-0.308877816114,-0.102690794138,Eminem,I'm Back,0,180.168,-3.989,3
2521600,SOUZIIN12AB017FB85,TRBFUMI128F42B5731,-0.895572428101,-0.51522539244,The Velvet Underground,Stephanie Says,1,112.48,-15.591,3
2524386,SOCISDR12A58A7EBF3,TRBGGOS128F9307FC5,1.28474847877,-0.969243916828,Remy Shand,The Second One,0,177.963,-6.188,4
2531025,SOSKOIH12A6D4F8956,TRAXNOE128F149158A,1.54125682076,1.70416465317,Cass Fox,Touch Me,0,128.865,-6.194,1
2531348,SOQTVUL12A6D4F8F04,TRAESWB128F149CB2C,-1.17118245513,1.43682379617,Dexys Midnight Runners,Until I Believe In My Soul,1,84.43700000000003,-8.844,2
2540715,SOFDVPO12A6D4F703C,TRAZYYE128F1456A0E,0.482477707031,-0.471436803793,Brenda Lee,Everybody Loves Me But You,1,107.073,-15.603,4
2628568,SOZCARG12A6D4F74D1,TRAWCQE128F14676AC,-0.839358897836,-0.961868996635,Lifehouse,Simon,0,141.78,-7.072,3
2661876,SOAHYMX12AB0182021,TRAMMAF128F93051B0,0.8290368499259999,0.256836565276,Basement Jaxx,Sfm,1,130.862,-4.665,1
2862124,SOAYXCJ12AB0183822,TRAYJOF128F92F9EEA,-1.57322744505,0.204597547238,Kelly Clarkson,Cry,1,142.137,-4.256,2
2953173,SONQNPM12A67020A32,TRAIYDL128E0791583,1.54125682076,1.70416465317,Rihanna,Music Of The Sun,1,85.976,-8.298,1
3070751,SOFLKHX12A6701C32A,TRANRFB128F1481F1E,0.815392789182,0.662457175897,Robert Palmer,Looking For Clues,0,141.674,-11.514,1
3091469,SOHDZDZ12A6D4F7238,TRBCYOI128F1455566,0.815392789182,0.662457175897,Beastie Boys,Crawlspace,1,108.013,-6.601,1
3103548,SOIFDWL12A6D4F8A98,TRAYSMW128F1468307,0.684409806041,-1.0153371680299998,Fun Lovin' Criminals,We Have All The Time In The World,1,91.833,-9.472,4
3129410,SOLJQBW12A6702187B,TRAUONA128F4255A38,0.160477873476,-0.71419459348,Gorillaz,November Has Come,1,84.141,-8.317,4
3133834,SOSAOWI12A6D4F7119,TRBBMPH128F1469775,1.54125682076,1.70416465317,Mike And The Mechanics,Seeing Is Believing,1,132.167,-5.24,1
3146076,SOVAHZK12A6310F23C,TRAXMAK128E07822CB,-1.34400722455,0.0048601253478000005,Radiohead,Fake Plastic Trees (Acoustic Version),1,99.68,-12.186,2
3484387,SOBNSFW12A67020E2E,TRADVSU128E0786371,-1.34400722455,0.0048601253478000005,Hem,Redwing,1,123.997,-10.468,2
3590412,SOWQROJ12A8AE47400,TRABUCZ128F424163A,-1.05657234488,0.736206377828,Green Day,Wake Me Up When September Ends (Live at Foxboro_ MA 9/3/05),1,101.08,-5.66,2
3599717,SOXFSTR12A8AE463B0,TRAZCOX128F42B6555,-0.442589611404,1.25245079134,Muse,The Small Print,1,161.631,-3.589,2
3729755,SOZYRBU12AB0181196,TRAIPST128F9302AE9,-0.89466282405,-0.142638278514,Eminem,Beautiful,0,131.955,-7.0379999999999985,3
4105958,SOFRAZJ12A8C143CDB,TRAAIHL128F92E6DDA,-0.5312760062399999,0.263750552957,Boyz II Men,On Bended Knee,1,116.473,-7.103,2
4191850,SOHOPAT12A8C1436AC,TRAEVHU128F92D9EA0,-0.780962317853,-0.789480237121,Blue October,My Never,1,103.647,-12.637,3
4269178,SOYTUNS12A8C134C16,TRBBXSE128F42798F6,1.17832480497,1.18331091453,Mariah Carey,Honey,0,95.929,-7.487999999999999,1
4290179,SOXFQVY12A58A7B456,TRBGRIP128F147FCA6,-0.0614655146269,-0.71419459348,Phil Collins,Everyday,1,94.705,-9.808,3
4315311,SOCGOZK12A8151BD5D,TRASRXK128F9311176,0.815392789182,0.662457175897,Arctic Monkeys,Fake Tales Of San Francisco,1,127.294,-4.385,1
4315312,SOQLNEY12B0B8062FA,TRALEPN128F9311179,1.17832480497,1.18331091453,Arctic Monkeys,Dancing Shoes,1,144.955,-4.526,1
4315320,SODKJWI12A8151BD74,TRAMGPM128F9311196,0.815392789182,0.662457175897,Arctic Monkeys,From The Ritz To The Rubble,0,184.023,-5.325,1
4634586,SOTNWCI12AAF3B2028,TRANHYE128F92DE232,-1.74423300637,1.42760514593,Taylor Swift,The Way I Loved You,1,160.786,-4.5360000000000005,2
4946042,SOHOOXT12A67ADA073,TRAJPIQ128F14819A8,0.815392789182,0.662457175897,The Rapture,The Devil,1,119.813,-6.425,1
5886364,SOWQNPV12A6D4F980D,TRAWOHD128F148D176,0.3733252210800001,-0.923150665621,Rickie Lee Jones,Away From The Sky,1,87.94,-30.285,4
6249578,SOIKYMH12AB0186452,TRABFKN12903CAF61B,0.815392789182,0.662457175897,All Time Low,Shameless,1,91.483,-2.838,1
6260031,SORPACP12AB017DFDB,TRAXUQL128F932D6C4,0.684409806041,0.431990919862,Kelly Sweet,Ready For Love,1,130.106,-8.036,1
6884087,SOZQSGL12AF72A9145,TRARREF128F422FD96,-1.40040267563,1.5382289488299998,Dead Kennedys,Halloween,1,92.897,-4.2639999999999985,2
7284971,SOQFWBE12A8C1316AF,TRASYQQ128F425092B,1.17832480497,1.18331091453,The Killers,Mr. Brightside (Jacques Lu Cont's Thin White Duke Mix),1,134.02,-8.361,1
7332959,SOFZXTF12AB018D64B,TRAUYZG12903CDA4E9,-1.9352498567900005,-0.655809808621,Bon Jovi,This Ain't A Love Song,1,91.775,-7.984,3
7634976,SOAMBKN12A8C137A71,TRARQSD128F427E2AA,-1.40313148777,0.8283928802410001,Pearl Jam,Wishlist,1,117.946,-9.407,2
8164651,SOYIUPV12AF72AC56B,TRAHLDG128F92EB4A9,-1.0606655631,1.5958455128400002,Michael Jackson,Tabloid Junkie,0,111.132,-6.779,2
10705787,SOAWTOB12AAA15DA18,TRAGBOR128F92E1064,0.3733252210800001,-0.923150665621,Emperor,With Strength I Burn,1,162.733,-4.277,4
10742264,SOJBYGW12A8C13A497,TRAAPFQ128F42684DB,-0.308877816114,-0.102690794138,Dimmu Borgir,Master Of Disharmony,0,140.458,-4.2,3
11104582,SOZFGOG12A58A7F755,TRAMKUA128F92ED3E1,-1.9352498567900005,-0.655809808621,The Black Crowes,Ballad In Urgency,1,117.706,-5.365,3
11497440,SOFTBIU12A8C130B7E,TRAPAZE128F4233355,1.54671444505,2.11900391403,Anti-Flag,Death Of A Nation,1,189.134,-3.116,1
13130990,SOZIMLB12AF72AD1CD,TRADVGV128F42BCACE,-0.294064264451,0.169917862996,Avril Lavigne,Innocence,0,138.364,-4.165,2
13138702,SORLLRN12A58A7F1EE,TRAFYGO128F42727E7,1.54125682076,1.70416465317,Beyoncé,Be With You,0,149.91299999999995,-6.259,1
13142624,SOLSJHM12A8C139B46,TRBALRR128F429625D,0.815392789182,0.662457175897,Britney Spears,Can't Make You Love Me,0,107.969,-3.693,1
13146183,SOBGPAH12A58A78C55,TRAMMDM128F425EAA9,0.3733252210800001,-0.923150665621,Wyclef Jean,Heaven's In New York,1,85.964,-6.747999999999998,4
13211888,SOONJAI12A8C135254,TRAWSJK128F42767F2,0.8535961592649999,1.52901029859,Ini Kamoze,Here Comes The Hotstepper,1,100.339,-3.695,1
14617742,SOTLQAD12A8C1432B4,TRBGZKO128F92DB016,-1.05657234488,0.736206377828,Bloc Party,Zephyrus,1,160.26,-9.237,2
14653709,SOKYOBT12A6D4FBBB0,TRATOAJ128F422F6A7,-0.308877816114,-0.102690794138,Dimmu Borgir,Puritania,1,83.10799999999998,-3.0860000000000003,3
14653713,SOYWMGK12A8C13D279,TRAWFVE128F42912CA,-1.40040267563,1.5382289488299998,Dimmu Borgir,Sympozium,1,186.848,-2.307,2
15175180,SOZBKLM12A58A78692,TRBEBWG128F93214A4,-1.83155499513,-0.8816667395350001,Mariah Carey,Outside,1,109.253,-8.204,3
15176190,SOMQAGT12A8C132DB4,TRAAGPH128F4273C8D,-0.628148837521,-1.49470698059,Savage Garden,You Can Still Be Free,0,84.69,-11.215,3
15176731,SOGHXZH12A8C1388B9,TRBDXIM128F427ABDA,0.427901464056,-0.697293734707,Michael Jackson,Heaven Can Wait,1,117.362,-3.573,4
15211181,SOUSXAY12A8C1358FA,TRANQLL128F92F5263,-1.70057201199,1.84244440679,Shakira,Poem To A Horse,1,93.982,-6.025,2
15217937,SOXZLDX12A58A7CE52,TRAASKQ128F4265E04,-0.265216821734,1.6096734882,Rage Against The Machine,Kick Out The Jams,1,140.63,-2.069,2
15587468,SOEFXUF12AB018418B,TRBHLBZ128F9300586,-1.59824155641,0.678589813819,Avril Lavigne,Unwanted,1,162.025,-4.377,2
15616967,SOCWWGG12A58A7AC1C,TRADAOM128F4263A78,-0.867374702562,-0.548258889135,John Mayer,Something's Missing,0,153.055,-7.122999999999998,3
15628778,SOKIHTB12A8C1397CF,TRAPPUN128F429400B,1.17832480497,1.18331091453,Foo Fighters,Overdrive,1,157.739,-2.512,1
17126375,SOUUNYT12AB0184F40,TRBCGRI128F93355E9,-1.9352498567900005,-0.655809808621,Teenage Fanclub,It's All In My Mind,1,122.002,-7.603,3
17419354,SOSMURO12A8C13BBFE,TRACUEE128F427EA05,-1.26760048439,1.21557619038,3 Doors Down,Sarah Yellin',1,128.714,-5.371,2
17914652,SOBWVGX12AB017BD87,TRANCFS12903C9B61B,0.957291020918,0.390506993776,Belle and Sebastian,Like Dylan In The Movies,0,104.494,-10.504,1
18084059,SOQLWQU12A8C13C87E,TRAJFFF128F429874A,-1.70057201199,1.84244440679,Lifehouse,Better Luck Next Time,0,164.002,-4.176,2
20490841,SOSNQQX12AF729C44C,TRADZXK128F429DB92,1.54125682076,1.70416465317,The Killers,Show You How,1,82.90899999999998,-6.4670000000000005,1
33255571,SOESQNH12A58A79AC3,TRALPXC128E07819A8,0.815392789182,0.662457175897,Sex Pistols,Pretty Vacant,1,144.57299999999995,-6.757999999999999,1
33382291,SOOXLKF12A6D4F594A,TRATKVY128EF35F97A,0.815392789182,0.662457175897,Maroon 5,Harder To Breathe,0,149.917,-4.757,1
36100701,SOEEESC12AB01835B1,TRAQAIW12903C9B61E,-0.112403341402,0.298320491362,Belle and Sebastian,I Could Be Dreaming,1,165.03799999999995,-9.67,2
43173501,SOAZXJW12A58A7C4DE,TRAYLRS128F427FE81,-1.71694488488,1.59354085028,Scar Symmetry,Abstracted,0,97.687,-3.869,2
60725655,SOCZUUF12A58A7BE8C,TRAUSHD128E0795347,1.0719011311700002,0.8468301807240001,Bon Jovi,Wildflower,1,93.044,-6.082999999999998,1
61676005,SOEORDW12A6D4FB045,TRBEBYV128F14A0B65,0.3733252210800001,-0.923150665621,ATB,Marrakech,1,132.998,-6.4,4
61676011,SOWPSXC12A6D4FB04D,TRAUVSF128F14A0B6F,0.86451140786,-0.517530055,ATB,Collides With Beauty,1,136.967,-6.615,4
62294836,SOYKAIZ12A6D4F97B2,TRASZUN128F148B165,0.815392789182,0.662457175897,3 Doors Down,Duck And Run,0,85.787,-3.863,1
62460643,SOBITKZ12CF582660A,TRBDDQF12903CB309A,-0.7847826548610001,-1.00058732765,Elliot Smith,Angeles,1,118.454,-14.832,3
65440433,SORTGHI12A8C13FB9A,TRBEYJR128F4292651,0.3733252210800001,-0.923150665621,Toni Braxton,Tell Me,1,84.79700000000003,-6.2970000000000015,4
68682618,SOWMQNJ12A8AE471EE,TRAZWGV128F425DA7C,1.0719011311700002,0.8468301807240001,Tracy Byrd,Just Let Me Be In Love,0,96.068,-7.695,1
70231778,SOTWIIY12A6D4F8837,TRADQAR128F92ED3DC,1.0719011311700002,0.8468301807240001,The Black Crowes,Nonfiction,0,163.204,-8.311,1
71955257,SOTEFFR12A8C144765,TRBIFGK128F92F23A2,0.225969365046,0.631728341762,The Killers,A Dustland Fairytale,0,134.734,-4.808,1
79588934,SOSOMWG12CF530D54E,TRAKTWZ128EF35E206,0.909991610338,0.48115705448,Janet Jackson,When I Think Of You,0,116.195,-11.761,1
79846560,SONEGFT12A8C142567,TRBBEGG128F9314BAA,0.815392789182,0.662457175897,Martina McBride,Heart Trouble,0,175.954,-7.957999999999998,1
79846616,SOZSKYN12A8C13A883,TRAWULX128F4291255,-1.9352498567900005,-0.655809808621,Martina McBride,God's Will,1,127.434,-10.271,3
85378578,SOWYFAX12A6D4F7A3D,TRARODV128F1460DBC,-1.74423300637,1.3354186435200002,The Starting Line,A Goodnight's Sleep,1,142.069,-5.011,2
87917013,SOHWDNK12A6D4F9837,TRAWWQM128F148C796,-1.05657234488,0.736206377828,Kiss,Every Time I Look At You,1,149.012,-7.0,2
91944982,SOZBFOF12A58839323,TRASWFP128E0789E6C,-0.6827250804970001,0.316757791845,Emperor,Al Svartr (The Oath),0,116.171,-11.164,2
94488828,SOHRKRG12A6310F103,TRAFAIB128F426E636,-1.9352498567900005,-0.655809808621,Placebo,Where Is My Mind (XFM Live Version),1,84.956,-6.465,3
95058940,SOOGKOY12B34F33114,TRAIZQI128F42A51F9,0.3733252210800001,-0.923150665621,Matisyahu,Refuge,0,72.884,-8.702,4
101741325,SOQMDPN12AF72A25EE,TRARMUI128F147162F,-1.40040267563,1.5382289488299998,The Jam,The Modern World,1,159.849,-8.812000000000003,2
108635428,SOLXXPY12A67ADABA0,TRBIJMU12903CF892B,-0.922860549589,-0.088862818776,Moonspell,The Hanged Man,1,140.185,-8.087,3
113388298,SOWEZBD12A6D4F8143,TRANLHL12903CF88E5,-0.308877816114,-0.102690794138,Moonspell,Sacred,0,120.064,-7.145,3
